"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Mean Max Temp (°C)","Mean Max Temp Flag","Mean Min Temp (°C)","Mean Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Extr Max Temp (°C)","Extr Max Temp Flag","Extr Min Temp (°C)","Extr Min Temp Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow Grnd Last Day (cm)","Snow Grnd Last Day Flag","Dir of Max Gust (10's deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1928-01","1928","01","","M","","M","","M","","M","","M","","M","","M","","M","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1928-02","1928","02","","M","","M","","M","","M","","M","","M","","M","","M","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1928-03","1928","03","","M","","M","","M","","M","","M","","M","","M","","M","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1928-04","1928","04","","M","","M","","M","","M","","M","","M","","M","","M","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1928-05","1928","05","","M","","M","","M","","M","","M","","M","","M","","M","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1928-06","1928","06","","M","","M","","M","","M","","M","","M","","M","","M","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1928-07","1928","07","","M","","M","","M","","M","","M","","M","","M","","M","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1928-08","1928","08","27.5","","14.7","","21.1","","33.3","","11.1","S","97.0","","0.0","","97.0","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1928-09","1928","09","18.2","","7.0","","12.6","","26.1","S","-2.2","","112.5","","0.0","","112.5","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1928-10","1928","10","12.9","","2.9","","7.9","","25.0","","-7.2","","112.3","","0.0","","112.3","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1928-11","1928","11","4.7","","-2.6","","1.1","","16.7","","-10.6","","68.3","","2.5","","70.9","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1928-12","1928","12","-0.1","","-8.4","","-4.3","","7.2","","-18.3","","25.1","","50.3","","75.4","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1929-01","1929","01","-5.6","","-15.9","","-10.8","","6.7","","-25.6","","80.8","","83.6","","164.3","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1929-02","1929","02","-3.9","","-16.3","","-10.1","","6.1","","-25.6","S","9.4","","36.6","","46.0","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1929-03","1929","03","1.7","","-5.3","","-1.8","","11.7","","-21.1","","97.5","","28.2","","125.7","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1929-04","1929","04","8.8","","-0.6","","4.1","","16.7","S","-9.4","","97.3","","25.9","","123.2","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1929-05","1929","05","17.2","","5.4","","11.3","","30.6","","-1.7","","127.3","","0.0","","127.3","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1929-06","1929","06","22.3","","11.5","","16.9","","29.4","S","2.8","","133.6","","0.0","","133.6","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1929-07","1929","07","25.2","","12.9","","19.1","","33.3","","5.6","","43.2","","0.0","","43.2","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1929-08","1929","08","22.6","","11.6","","17.1","","28.9","","4.4","","49.8","","0.0","","49.8","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1929-09","1929","09","20.9","","9.3","","15.1","","30.0","","-1.7","","46.7","","0.0","","46.7","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1929-10","1929","10","13.1","","2.6","","7.9","","22.2","S","-3.9","","76.5","","0.3","","76.7","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1929-11","1929","11","4.8","","-2.6","","1.1","","16.1","","-15.6","","80.0","","3.6","","83.6","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1929-12","1929","12","-4.8","","-12.7","","-8.8","","3.9","","-30.0","","3.0","","119.6","","122.7","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1930-01","1930","01","-4.7","","-14.5","","-9.6","","5.6","S","-25.0","","97.8","","51.6","","149.4","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1930-02","1930","02","-4.7","","-15.8","","-10.3","","6.7","","-31.1","","5.3","","36.8","","42.2","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1930-03","1930","03","-0.2","","-7.4","","-3.8","","5.6","","-17.8","","54.6","","21.1","","75.7","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1930-04","1930","04","9.2","","-1.7","","3.8","","19.4","","-7.2","","43.7","","15.2","","58.9","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1930-05","1930","05","18.6","","7.3","","13.0","","30.0","","0.0","","88.9","","0.0","","88.9","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1930-06","1930","06","25.5","","14.5","","20.0","","31.7","S","3.3","","86.1","","0.0","","86.1","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1930-07","1930","07","25.3","","14.9","","20.1","","29.4","","8.3","","128.8","","0.0","","128.8","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1930-08","1930","08","23.8","","12.5","","18.2","","29.4","","4.4","","23.6","","0.0","","23.6","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1930-09","1930","09","20.3","","9.7","","15.0","","29.4","","2.8","","51.1","","0.0","","51.1","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1930-10","1930","10","14.0","","3.0","","8.5","","26.7","","-6.1","","24.4","","0.0","","24.4","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1930-11","1930","11","6.7","","-1.2","","2.8","","15.0","","-15.0","S","37.8","","7.6","","45.5","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1930-12","1930","12","-2.2","","-10.2","","-6.2","","3.9","S","-22.2","","17.8","","24.1","","41.9","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1931-01","1931","01","-6.7","","-17.7","","-12.2","","2.8","","-36.1","","0.0","","78.5","","78.5","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1931-02","1931","02","-3.9","","-16.7","","-10.3","","2.2","","-32.2","","12.7","","80.0","","92.7","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1931-03","1931","03","3.8","","-4.6","","-0.4","","11.1","","-15.0","","18.8","","35.1","","53.8","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1931-04","1931","04","13.6","","1.2","","7.4","","27.2","","-5.0","S","61.5","","0.0","T","61.5","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1931-05","1931","05","18.7","","7.1","","12.9","","28.9","S","-2.2","","74.2","","0.0","","74.2","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1931-06","1931","06","23.9","","11.5","","17.7","","32.2","","5.0","","82.6","","0.0","","82.6","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1931-07","1931","07","27.8","","16.8","","22.3","","35.0","","10.6","","99.3","","0.0","","99.3","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1931-08","1931","08","25.3","","13.4","","19.4","","32.8","","7.8","","54.1","","0.0","","54.1","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1931-09","1931","09","21.0","","10.8","","15.9","","32.8","","2.8","","165.1","","0.0","","165.1","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1931-10","1931","10","15.2","","5.3","","10.3","","27.2","","-1.7","","89.9","","0.0","","89.9","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1931-11","1931","11","8.3","","-0.2","","4.1","","19.4","","-8.3","","67.1","","3.3","","70.4","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1931-12","1931","12","-0.7","","-10.7","","-5.7","","7.8","","-18.9","S","23.6","","32.8","","56.4","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1932-01","1932","01","0.8","","-9.1","","-4.2","","12.2","","-17.2","S","87.9","","30.7","","118.6","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1932-02","1932","02","-4.4","","-11.7","","-8.1","","7.8","","-22.8","","23.9","","50.0","","73.9","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1932-03","1932","03","-2.3","","-10.2","","-6.3","","6.1","","-23.9","","21.3","","109.7","","131.1","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1932-04","1932","04","8.2","","-1.3","","3.5","","21.1","","-8.9","","64.3","","17.3","","81.5","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1932-05","1932","05","19.2","","6.2","","12.7","","32.8","","-1.1","S","53.6","","0.0","","53.6","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1932-06","1932","06","23.6","","11.7","","17.7","","29.4","","4.4","S","95.5","","0.0","","95.5","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1932-07","1932","07","24.7","","13.9","","19.3","","28.9","S","8.3","","86.9","","0.0","","86.9","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1932-08","1932","08","26.1","","14.4","","20.3","","33.3","","8.3","S","70.9","","0.0","","70.9","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1932-09","1932","09","21.5","","10.2","","15.9","","32.2","","0.0","","32.8","","0.0","","32.8","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1932-10","1932","10","13.8","","3.9","","8.9","","25.6","","-4.4","","148.8","","0.0","T","148.8","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1932-11","1932","11","2.9","","-6.3","","-1.7","","13.3","","-18.3","","89.9","","24.6","","114.6","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1932-12","1932","12","-0.2","","-9.6","","-4.9","","12.2","","-29.4","","37.3","","47.0","","84.3","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1933-01","1933","01","0.6","","-10.1","","-4.8","","8.3","","-20.0","","25.4","","22.9","","48.3","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1933-02","1933","02","-1.7","","-11.9","","-6.8","","5.0","S","-23.9","S","8.1","","44.7","","52.8","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1933-03","1933","03","0.1","","-10.1","","-5.0","","5.6","S","-17.8","","12.2","","62.5","","74.7","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1933-04","1933","04","9.7","","0.6","","5.2","","22.2","","-5.6","","100.6","","9.1","","109.7","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1933-05","1933","05","19.0","","7.1","","13.1","","26.7","","-2.2","","155.4","","0.0","","155.4","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1933-06","1933","06","25.3","","12.7","","19.0","","35.0","","2.8","","44.2","","0.0","","44.2","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1933-07","1933","07","25.9","","13.7","","19.8","","31.7","","8.3","","84.8","","0.0","","84.8","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1933-08","1933","08","24.7","","12.9","","18.8","","31.1","","7.8","","98.0","","0.0","","98.0","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1933-09","1933","09","21.1","","9.6","","15.4","","27.2","S","3.3","S","47.0","","0.0","","47.0","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1933-10","1933","10","12.1","","2.7","","7.4","","20.6","","-8.3","","41.9","","16.5","","58.4","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1933-11","1933","11","0.3","","-10.4","","-5.1","","13.9","","-21.7","","29.0","","54.1","","83.1","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1933-12","1933","12","-7.8","","-18.6","","-13.2","","2.8","S","-37.2","","12.2","","69.9","","82.0","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1934-01","1934","01","-6.2","","-18.1","","-12.2","","3.9","","-32.2","","20.6","","55.4","","75.9","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1934-02","1934","02","-11.9","","-24.6","","-18.3","","-0.6","","-37.2","","0.0","","39.6","","39.6","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1934-03","1934","03","-0.9","","-8.3","","-4.6","","5.0","S","-18.3","S","73.9","","14.5","","88.4","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1934-04","1934","04","9.9","","0.3","","5.1","","24.4","","-5.6","","57.2","","4.3","","61.5","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1934-05","1934","05","20.1","","5.7","","12.9","","28.9","","-2.2","","29.5","","0.0","","29.5","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1934-06","1934","06","23.8","","12.7","","18.3","","33.3","","3.3","","162.6","","0.0","","162.6","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1934-07","1934","07","27.4","","14.4","","20.9","","32.2","","7.8","","35.1","","0.0","","35.1","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1934-08","1934","08","23.8","","11.0","","17.4","","32.8","","3.3","","75.9","","0.0","","75.9","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1934-09","1934","09","22.1","","12.2","","17.2","","29.4","S","4.4","","105.4","","0.0","","105.4","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1934-10","1934","10","10.8","","2.2","","6.5","","18.3","","-2.8","","41.1","","0.0","T","41.1","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1934-11","1934","11","5.8","","-0.1","","2.9","","13.9","S","-8.9","","84.8","","3.3","","88.1","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1934-12","1934","12","-5.7","","-14.4","","-10.1","","11.1","","-25.6","S","19.8","","63.8","","83.6","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1935-01","1935","01","-9.3","","-18.2","","-13.8","","4.4","","-30.6","","53.8","","57.9","","111.8","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1935-02","1935","02","-5.6","","-14.9","","-10.3","","1.7","S","-25.6","","18.0","","46.5","","64.5","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1935-03","1935","03","0.8","","-8.2","","-3.7","","8.9","","-27.2","","39.6","","13.0","","52.6","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1935-04","1935","04","10.4","","1.1","","5.8","","26.1","","-6.7","","63.0","","14.2","","77.2","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1935-05","1935","05","16.1","","4.6","","10.4","","27.2","","-0.6","S","49.0","","0.0","","49.0","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1935-06","1935","06","22.6","","12.8","","17.7","","27.2","S","6.7","","100.6","","0.0","","100.6","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1935-07","1935","07","27.4","","15.7","","21.6","","32.2","","8.9","S","91.2","","0.0","","91.2","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1935-08","1935","08","25.7","","13.7","","19.7","","33.3","","5.0","","66.5","","0.0","","66.5","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1935-09","1935","09","18.3","","7.4","","12.9","","26.7","","0.6","","118.4","","0.0","","118.4","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1935-10","1935","10","13.6","","3.1","","8.4","","23.9","","-4.4","S","43.9","","0.0","","43.9","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1935-11","1935","11","6.1","","-1.2","","2.5","","19.4","","-10.0","S","62.0","","1.8","","63.8","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1935-12","1935","12","-6.5","","-12.4","","-9.5","","1.7","","-27.8","","8.4","","29.5","","37.8","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1936-01","1936","01","-7.6","","-16.3","","-12.0","","3.3","","-29.4","","9.1","","70.1","","79.2","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1936-02","1936","02","-7.8","","-18.4","","-13.1","","2.8","S","-27.2","","5.8","","54.9","","60.7","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1936-03","1936","03","3.9","","-4.8","","-0.5","","13.3","","-28.3","","118.1","","30.0","","148.1","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1936-04","1936","04","8.4","","0.3","","4.4","","21.7","","-5.0","","99.8","","21.1","","120.9","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1936-05","1936","05","18.2","","7.3","","12.8","","28.9","","-3.3","","82.3","","2.3","","84.6","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1936-06","1936","06","23.9","","11.4","","17.7","","30.6","S","3.9","","53.6","","0.0","","53.6","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1936-07","1936","07","25.0","","13.4","","19.2","","31.7","","6.7","","89.9","","0.0","","89.9","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1936-08","1936","08","23.1","","12.4","","17.8","","29.4","S","5.6","S","90.7","","0.0","","90.7","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1936-09","1936","09","20.2","","8.7","","14.5","","29.4","","-1.7","S","53.1","","0.0","","53.1","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1936-10","1936","10","11.2","","2.2","","6.7","","22.8","","-8.9","","145.5","","7.1","","152.7","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1936-11","1936","11","1.8","","-6.0","","-2.1","","17.8","","-17.8","","49.5","","48.8","","98.3","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1936-12","1936","12","-0.7","","-10.9","","-5.8","","10.6","","-28.3","","32.3","","42.9","","75.2","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1937-01","1937","01","-0.3","","-9.3","","-4.8","","8.9","","-21.7","","80.8","","27.9","","108.7","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1937-02","1937","02","-1.9","","-9.9","","-5.9","","7.2","","-20.0","","32.3","","22.6","","54.9","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1937-03","1937","03","-1.8","","-9.7","","-5.8","","6.1","","-21.7","","0.0","","71.4","","71.4","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1937-04","1937","04","10.2","","0.1","","5.2","","21.7","","-7.2","","61.0","","22.4","","83.3","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1937-05","1937","05","19.7","","7.7","","13.7","","30.0","","1.1","","94.7","","0.0","","94.7","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1937-06","1937","06","23.9","","12.3","","18.1","","30.0","","8.3","S","90.7","","0.0","","90.7","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1937-07","1937","07","26.9","","15.7","","21.3","","31.7","","10.0","","89.9","","0.0","","89.9","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1937-08","1937","08","27.4","","16.2","","21.8","","31.7","S","8.3","","75.2","","0.0","","75.2","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1937-09","1937","09","20.1","","8.8","","14.5","","31.7","","0.0","","61.7","","0.0","","61.7","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1937-10","1937","10","12.0","","3.2","","7.6","","24.4","","-5.0","S","92.5","","0.0","","92.5","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1937-11","1937","11","4.6","","-1.3","","1.7","","12.2","","-7.8","","61.5","","0.0","T","61.5","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1937-12","1937","12","-4.2","","-11.8","","-8.0","","2.8","S","-28.9","","1.8","","72.9","","74.7","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1938-01","1938","01","-6.4","","-17.1","","-11.8","","7.2","","-30.6","","15.7","","37.3","","53.1","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1938-02","1938","02","-4.7","","-12.8","","-8.8","","3.3","","-22.8","","27.7","","45.0","","72.6","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1938-03","1938","03","0.7","","-9.1","","-4.2","","13.9","","-36.1","","21.1","","56.6","","77.7","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1938-04","1938","04","11.2","","1.6","","6.4","","26.1","","-14.4","","68.8","","24.4","","93.2","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1938-05","1938","05","18.1","","6.6","","12.4","","23.9","S","0.6","S","83.6","","0.0","","83.6","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1938-06","1938","06","25.0","","12.8","","18.9","","32.2","","5.6","","59.9","","0.0","","59.9","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1938-07","1938","07","26.6","","15.4","","21.0","","31.7","","7.2","","99.8","","0.0","","99.8","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1938-08","1938","08","26.8","","15.3","","21.1","","34.4","","6.1","","131.6","","0.0","","131.6","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1938-09","1938","09","18.0","","7.7","","12.9","","24.4","","0.0","","129.0","","0.0","","129.0","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1938-10","1938","10","14.6","","3.3","","9.0","","25.6","","-3.9","","32.3","","0.0","","32.3","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1938-11","1938","11","6.8","","-2.4","","2.2","","22.8","","-18.3","","34.8","","15.0","","49.8","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1938-12","1938","12","-1.3","","-8.9","","-5.1","","7.2","","-24.4","","46.0","","40.1","","86.1","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1939-01","1939","01","-5.3","","-14.6","","-10.0","","7.2","","-27.8","","30.0","","54.6","","84.6","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1939-02","1939","02","-4.8","","-15.8","","-10.3","","4.4","","-25.6","","11.4","","81.8","","93.2","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1939-03","1939","03","-2.0","","-11.2","","-6.6","","6.7","","-21.7","S","9.7","","43.7","","53.3","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1939-04","1939","04","5.5","","-1.5","","2.0","","17.2","","-7.2","","31.8","","60.5","","92.2","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1939-05","1939","05","18.9","","5.8","","12.4","","29.4","","-1.1","S","52.1","","0.0","","52.1","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1939-06","1939","06","23.2","","12.0","","17.6","","30.0","","4.4","","90.7","","0.0","","90.7","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1939-07","1939","07","26.5","","15.3","","20.9","","32.8","","6.7","","98.8","","0.0","","98.8","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1939-08","1939","08","27.1","","14.9","","21.0","","31.1","","9.4","","66.0","","0.0","","66.0","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1939-09","1939","09","19.7","","8.2","","14.0","","32.2","","-1.7","","94.7","","0.5","","95.3","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1939-10","1939","10","13.0","","3.0","","8.0","","22.2","","-6.1","","75.7","","0.0","T","75.7","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1939-11","1939","11","3.3","","-4.1","","-0.4","","9.4","","-12.2","","32.3","","1.0","","33.3","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1939-12","1939","12","-2.9","","-9.2","","-6.1","","8.3","S","-21.1","","66.0","","37.6","","103.6","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1940-01","1940","01","-9.3","","-16.7","","-13.0","","2.2","","-26.1","","0.0","T","38.6","","38.6","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1940-02","1940","02","-4.9","","-15.4","","-10.2","","1.7","S","-25.6","","0.3","","43.2","","43.4","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1940-03","1940","03","-1.9","","-10.1","","-6.0","","6.1","S","-27.2","","10.9","","69.1","","80.0","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1940-04","1940","04","7.7","","-0.8","","3.5","","23.3","","-7.2","","53.6","","9.1","","62.7","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1940-05","1940","05","18.6","","7.0","","12.8","","27.2","","-1.1","","35.3","","0.0","","35.3","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1940-06","1940","06","22.4","","12.3","","17.4","","29.4","","5.6","","85.9","","0.0","","85.9","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1940-07","1940","07","26.4","","14.4","","20.4","","31.7","","6.1","","78.5","","0.0","","78.5","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1940-08","1940","08","25.8","","13.3","","19.6","","32.8","","2.8","","50.8","","0.0","","50.8","","","","","","",""
"-73.42","45.52","MONTREAL/ST-HUBERT A","7027320","1940-09","1940","09","20.3","","10.1","","15.2","","26.1","","1.1","S","53.6","","0.0","","53.6","","","","","","",""
